year,league,team_name,team_size,mean_age,foreigners,mean_value,total_value
2017,Bundesliga_2,Hannover 96,30,25.9,12,3.1,92.95
2017,Bundesliga_2,1.FC Köln,38,24.5,19,2.41,91.73
2017,Bundesliga_2,Hamburger SV,34,24.5,17,1.84,62.4
2018,Bundesliga_2,Bayern Munich,32,25.7,15,24.53,784.88
2018,Bundesliga_2,Borussia Dortmund,34,24.4,21,18.92,643.25
2018,Bundesliga_2,RB Leipzig,34,22.6,22,14.09,479.0
2018,Bundesliga_2,Bayer 04 Leverkusen,31,24.6,16,13.85,429.4
2018,Bundesliga_2,TSG 1899 Hoffenheim,38,24.4,23,8.85,336.25
2018,Bundesliga_2,Eintracht Frankfurt,47,24.8,29,6.67,313.4
2018,Bundesliga_2,Borussia Mönchengladbach,30,25.2,16,8.81,264.3
2018,Bundesliga_2,VfL Wolfsburg,36,25.1,22,6.37,229.25
2018,Bundesliga_2,FC Schalke 04,39,25.1,24,5.67,221.3
2018,Bundesliga_2,Hertha BSC,36,24.4,20,5.77,207.63
2018,Bundesliga_2,SV Werder Bremen,33,25.8,18,5.09,168.05
2018,Bundesliga_2,1.FSV Mainz 05,35,24.7,20,4.56,159.73
2018,Bundesliga_2,VfB Stuttgart,34,24.9,17,4.23,143.75
2018,Bundesliga_2,FC Augsburg,40,24.9,19,3.48,139.25
2018,Bundesliga_2,SC Freiburg,34,25.0,8,3.59,122.1
2018,Bundesliga_2,Fortuna Düsseldorf,34,26.3,17,2.79,94.9
2018,Bundesliga_2,Hannover 96,37,25.7,18,2.47,91.43
2018,Bundesliga_2,1.FC Nuremberg,29,25.2,12,1.88,54.4
2019,Bundesliga_2,Bayern Munich,38,23.7,21,20.46,777.33
2019,Bundesliga_2,Borussia Dortmund,37,24.5,21,17.68,654.05
2019,Bundesliga_2,RB Leipzig,38,23.0,26,15.01,570.48
2019,Bundesliga_2,Bayer 04 Leverkusen,29,25.1,18,13.76,398.95
2019,Bundesliga_2,Borussia Mönchengladbach,34,25.8,18,7.49,254.7
2019,Bundesliga_2,TSG 1899 Hoffenheim,37,26.3,25,6.11,226.05
2019,Bundesliga_2,FC Schalke 04,33,24.2,20,6.71,221.58
2019,Bundesliga_2,Hertha BSC,42,24.2,23,5.17,217.2
2019,Bundesliga_2,Eintracht Frankfurt,35,26.4,24,5.97,208.98
2019,Bundesliga_2,VfL Wolfsburg,38,24.7,23,5.46,207.6
2019,Bundesliga_2,SV Werder Bremen,36,26.2,18,3.75,135.13
2019,Bundesliga_2,SC Freiburg,30,25.8,10,4.09,122.65
2019,Bundesliga_2,1.FSV Mainz 05,35,23.9,19,3.47,121.58
2019,Bundesliga_2,FC Augsburg,37,25.4,18,3.05,112.95
2019,Bundesliga_2,1.FC Köln,35,25.3,14,2.81,98.48
2019,Bundesliga_2,Fortuna Düsseldorf,37,26.2,17,1.94,71.73
2019,Bundesliga_2,1.FC Union Berlin,34,26.2,11,1.21,41.2
2019,Bundesliga_2,SC Paderborn 07,32,25.3,15,903000.0,28.9
2020,Bundesliga_2,Bayern Munich,45,23.9,22,19.07,858.23
2020,Bundesliga_2,Borussia Dortmund,32,25.0,17,19.64,628.4
2020,Bundesliga_2,RB Leipzig,32,23.7,23,17.97,574.95
2020,Bundesliga_2,Bayer 04 Leverkusen,33,25.0,22,11.31,373.25
2020,Bundesliga_2,Borussia Mönchengladbach,33,25.7,19,9.11,300.75
2020,Bundesliga_2,Eintracht Frankfurt,36,25.6,24,7.48,269.15
2020,Bundesliga_2,VfL Wolfsburg,30,26.0,20,8.56,256.83
2020,Bundesliga_2,Hertha BSC,38,24.4,22,6.02,228.88
2020,Bundesliga_2,TSG 1899 Hoffenheim,37,25.1,26,6.17,228.15
2020,Bundesliga_2,VfB Stuttgart,32,23.8,16,5.91,189.25
2020,Bundesliga_2,1.FSV Mainz 05,36,24.9,18,4.54,163.3
2020,Bundesliga_2,SC Freiburg,30,25.2,13,4.64,139.1
2020,Bundesliga_2,FC Schalke 04,45,24.8,27,2.73,123.05
2020,Bundesliga_2,1.FC Köln,36,24.9,17,3.28,118.2
2020,Bundesliga_2,SV Werder Bremen,33,25.2,15,3.39,111.98
2020,Bundesliga_2,FC Augsburg,31,25.8,20,3.0,93.05
2020,Bundesliga_2,1.FC Union Berlin,33,25.8,10,2.49,82.05
2020,Bundesliga_2,Arminia Bielefeld,33,24.9,15,1.72,56.73
2021,Bundesliga_2,Bayern Munich,38,24.7,20,20.8,790.33
2021,Bundesliga_2,Borussia Dortmund,44,23.9,25,12.7,558.98
2021,Bundesliga_2,RB Leipzig,34,23.9,23,14.68,498.95
2021,Bundesliga_2,Bayer 04 Leverkusen,35,24.6,25,13.0,455.05
2021,Bundesliga_2,VfL Wolfsburg,37,25.3,24,7.28,269.3
2021,Bundesliga_2,Borussia Mönchengladbach,31,25.4,14,7.64,236.8
2021,Bundesliga_2,Eintracht Frankfurt,36,25.2,23,6.35,228.75
2021,Bundesliga_2,TSG 1899 Hoffenheim,40,24.9,21,5.29,211.43
2021,Bundesliga_2,SC Freiburg,32,25.0,12,5.51,176.35
2021,Bundesliga_2,VfB Stuttgart,39,23.5,21,4.47,174.23
2021,Bundesliga_2,Hertha BSC,45,24.7,22,3.46,155.78
2021,Bundesliga_2,1.FSV Mainz 05,34,24.9,18,3.85,131.03
2021,Bundesliga_2,1.FC Union Berlin,40,26.6,15,2.9,115.9
2021,Bundesliga_2,1.FC Köln,31,25.4,13,3.2,99.28
2021,Bundesliga_2,FC Augsburg,32,25.5,20,2.98,95.3
2021,Bundesliga_2,Arminia Bielefeld,34,24.6,20,1.94,65.85
2021,Bundesliga_2,VfL Bochum,33,27.3,15,1.58,52.25
2021,Bundesliga_2,SpVgg Greuther Fürth,34,24.6,15,1.09,36.95
2022,Bundesliga_2,Bayern Munich,35,25.3,22,27.11,948.95
2022,Bundesliga_2,Borussia Dortmund,37,24.6,19,15.34,567.55
2022,Bundesliga_2,RB Leipzig,29,25.6,19,16.77,486.4
2022,Bundesliga_2,Bayer 04 Leverkusen,35,24.2,25,12.93,452.5
2022,Bundesliga_2,Eintracht Frankfurt,36,25.0,22,9.02,324.55
2022,Bundesliga_2,Borussia Mönchengladbach,35,25.4,16,6.91,241.68
2022,Bundesliga_2,VfL Wolfsburg,33,24.7,20,7.22,238.3
2022,Bundesliga_2,SC Freiburg,29,26.0,11,6.93,200.95
2022,Bundesliga_2,TSG 1899 Hoffenheim,37,25.8,21,4.83,178.8
2022,Bundesliga_2,1.FC Union Berlin,36,26.9,17,4.39,157.95
2022,Bundesliga_2,VfB Stuttgart,39,23.2,21,3.87,151.05
2022,Bundesliga_2,1.FSV Mainz 05,34,24.7,17,3.99,135.8
2022,Bundesliga_2,FC Augsburg,42,25.0,24,3.15,132.23
2022,Bundesliga_2,1.FC Köln,39,24.9,16,2.97,115.65
2022,Bundesliga_2,Hertha BSC,41,25.4,23,2.29,94.0
2022,Bundesliga_2,SV Werder Bremen,33,24.7,10,2.71,89.5
2022,Bundesliga_2,FC Schalke 04,43,26.4,22,2.04,87.78
2022,Bundesliga_2,VfL Bochum,32,27.7,18,1.68,53.7
2010,Bundesliga_3,Bayern Munich,31,25.7,17,9.97,308.98
2010,Bundesliga_3,Borussia Dortmund,31,24.8,15,5.48,169.95
2010,Bundesliga_3,FC Schalke 04,36,25.2,23,4.37,157.18
2010,Bundesliga_3,SV Werder Bremen,38,25.0,18,3.98,151.13
2010,Bundesliga_3,Bayer 04 Leverkusen,30,25.1,12,4.92,147.68
2010,Bundesliga_3,VfL Wolfsburg,34,25.7,25,4.27,145.1
2010,Bundesliga_3,TSG 1899 Hoffenheim,34,23.8,19,3.71,126.13
2010,Bundesliga_3,Hamburger SV,30,25.9,20,3.74,112.13
2010,Bundesliga_3,VfB Stuttgart,33,25.3,17,3.19,105.25
2010,Bundesliga_3,1.FC Köln,38,25.2,19,1.82,69.28
2010,Bundesliga_3,Borussia Mönchengladbach,34,25.8,19,1.96,66.55
2010,Bundesliga_3,Hannover 96,28,26.0,14,2.33,65.35
2010,Bundesliga_3,1.FSV Mainz 05,28,26.9,15,2.16,60.6
2010,Bundesliga_3,1.FC Nuremberg,32,24.5,14,1.88,60.2
2010,Bundesliga_3,SC Freiburg,32,25.3,19,1.87,59.95
2010,Bundesliga_3,1.FC Kaiserslautern,30,24.9,18,1.68,50.5
2010,Bundesliga_3,Eintracht Frankfurt,31,25.2,15,1.53,47.58
2010,Bundesliga_3,FC St. Pauli,30,26.8,2,1.02,30.5
2011,Bundesliga_3,Bayern Munich,25,25.8,11,14.24,356.0
2011,Bundesliga_3,Borussia Dortmund,30,24.6,13,7.2,215.95
2011,Bundesliga_3,FC Schalke 04,39,24.7,21,3.98,155.23
2011,Bundesliga_3,Bayer 04 Leverkusen,30,24.1,9,4.5,134.85
2011,Bundesliga_3,VfL Wolfsburg,45,25.9,29,2.8,125.8
2011,Bundesliga_3,VfB Stuttgart,32,25.3,18,3.69,118.0
2011,Bundesliga_3,SV Werder Bremen,38,24.3,17,2.95,111.95
2011,Bundesliga_3,TSG 1899 Hoffenheim,35,23.9,20,2.53,88.65
2011,Bundesliga_3,Borussia Mönchengladbach,28,24.4,15,3.15,88.3
2011,Bundesliga_3,Hamburger SV,37,24.0,23,2.32,85.9
2011,Bundesliga_3,Hannover 96,31,25.7,17,2.48,76.8
2011,Bundesliga_3,SC Freiburg,37,25.0,17,1.88,69.43
2011,Bundesliga_3,1.FC Köln,34,24.7,17,1.77,60.18
2011,Bundesliga_3,1.FC Nuremberg,30,24.2,12,1.74,52.1
2011,Bundesliga_3,1.FSV Mainz 05,30,25.7,18,1.73,52.0
2011,Bundesliga_3,Hertha BSC,31,24.7,18,1.47,45.6
2011,Bundesliga_3,1.FC Kaiserslautern,37,24.3,22,1.15,42.6
2011,Bundesliga_3,FC Augsburg,32,26.2,15,1.2,38.35
2012,Bundesliga_3,Bayern Munich,29,25.3,13,15.94,462.4
2012,Bundesliga_3,Borussia Dortmund,31,24.2,10,9.75,302.3
2012,Bundesliga_3,FC Schalke 04,34,24.8,22,5.4,183.55
2012,Bundesliga_3,Bayer 04 Leverkusen,33,23.6,11,4.71,155.3
2012,Bundesliga_3,VfL Wolfsburg,36,25.8,26,3.03,109.0
2012,Bundesliga_3,Hamburger SV,30,25.1,18,3.5,104.95
2012,Bundesliga_3,VfB Stuttgart,34,25.4,19,2.74,93.13
2012,Bundesliga_3,Borussia Mönchengladbach,29,24.3,14,3.01,87.33
2012,Bundesliga_3,Hannover 96,35,25.6,20,2.38,83.15
2012,Bundesliga_3,TSG 1899 Hoffenheim,43,23.7,24,1.82,78.25
2012,Bundesliga_3,SV Werder Bremen,32,23.5,15,2.44,78.0
2012,Bundesliga_3,Eintracht Frankfurt,31,25.4,13,2.21,68.4
2012,Bundesliga_3,SC Freiburg,32,24.1,15,2.06,65.8
2012,Bundesliga_3,1.FSV Mainz 05,32,26.4,18,1.64,52.43
2012,Bundesliga_3,1.FC Nuremberg,32,24.1,13,1.46,46.83
2012,Bundesliga_3,FC Augsburg,33,26.2,18,1.17,38.45
2012,Bundesliga_3,SpVgg Greuther Fürth,37,24.8,18,901000.0,33.33
2012,Bundesliga_3,Fortuna Düsseldorf,35,25.7,20,890000.0,31.15
2013,Bundesliga_3,Bayern Munich,33,24.8,16,16.88,556.88
2013,Bundesliga_3,Borussia Dortmund,31,24.7,12,10.52,326.05
2013,Bundesliga_3,FC Schalke 04,38,24.4,18,5.35,203.25
2013,Bundesliga_3,Bayer 04 Leverkusen,35,24.3,14,5.03,175.88
2013,Bundesliga_3,VfL Wolfsburg,36,25.1,24,4.31,155.23
2013,Bundesliga_3,Borussia Mönchengladbach,28,25.0,15,3.98,111.38
2013,Bundesliga_3,VfB Stuttgart,35,25.0,19,3.09,108.3
2013,Bundesliga_3,Hamburger SV,34,24.9,18,3.02,102.78
2013,Bundesliga_3,TSG 1899 Hoffenheim,43,23.7,25,2.27,97.4
2013,Bundesliga_3,Eintracht Frankfurt,33,24.7,11,2.61,86.2
2013,Bundesliga_3,Hannover 96,36,25.2,20,2.23,80.23
2013,Bundesliga_3,SC Freiburg,35,23.7,16,2.05,71.68
2013,Bundesliga_3,Hertha BSC,32,25.9,14,2.13,68.08
2013,Bundesliga_3,SV Werder Bremen,39,23.7,18,1.7,66.4
2013,Bundesliga_3,1.FSV Mainz 05,32,26.6,16,1.86,59.45
2013,Bundesliga_3,1.FC Nuremberg,33,24.2,16,1.71,56.45
2013,Bundesliga_3,FC Augsburg,35,25.2,20,1.31,45.95
2013,Bundesliga_3,Eintracht Braunschweig,33,25.9,11,866000.0,28.58
2014,Bundesliga_3,Bayern Munich,33,25.5,17,17.43,575.13
2014,Bundesliga_3,Borussia Dortmund,37,24.7,19,8.64,319.5
2014,Bundesliga_3,VfL Wolfsburg,30,25.9,18,7.37,221.05
2014,Bundesliga_3,FC Schalke 04,36,24.0,15,5.89,212.0
2014,Bundesliga_3,Bayer 04 Leverkusen,26,24.9,14,6.81,177.1
2014,Bundesliga_3,Borussia Mönchengladbach,27,25.9,15,4.84,130.63
2014,Bundesliga_3,TSG 1899 Hoffenheim,30,24.4,14,4.06,121.78
2014,Bundesliga_3,1.FSV Mainz 05,36,24.9,19,2.44,88.0
2014,Bundesliga_3,Hamburger SV,38,25.2,21,2.29,87.15
2014,Bundesliga_3,VfB Stuttgart,30,24.7,17,2.9,86.95
2014,Bundesliga_3,Hannover 96,35,25.6,16,2.19,76.65
2014,Bundesliga_3,Eintracht Frankfurt,30,25.1,14,2.5,74.9
2014,Bundesliga_3,SV Werder Bremen,36,23.9,16,1.88,67.53
2014,Bundesliga_3,Hertha BSC,30,26.3,16,2.2,66.0
2014,Bundesliga_3,SC Freiburg,30,25.1,13,1.91,57.4
2014,Bundesliga_3,1.FC Köln,27,25.4,14,1.88,50.75
2014,Bundesliga_3,FC Augsburg,35,25.5,19,1.43,50.08
2014,Bundesliga_3,SC Paderborn 07,28,26.1,9,1.02,28.5
2015,Bundesliga_3,Bayern Munich,34,25.9,19,17.53,596.05
2015,Bundesliga_3,Borussia Dortmund,30,24.9,13,11.77,352.95
2015,Bundesliga_3,VfL Wolfsburg,35,25.5,19,7.73,270.43
2015,Bundesliga_3,Bayer 04 Leverkusen,33,24.2,21,7.31,241.3
2015,Bundesliga_3,FC Schalke 04,32,24.9,14,7.04,225.2
2015,Bundesliga_3,Borussia Mönchengladbach,29,25.4,18,6.42,186.15
2015,Bundesliga_3,TSG 1899 Hoffenheim,30,24.9,16,3.01,90.2
2015,Bundesliga_3,1.FSV Mainz 05,39,25.3,22,2.18,85.15
2015,Bundesliga_3,VfB Stuttgart,34,24.8,19,2.39,81.18
2015,Bundesliga_3,Hertha BSC,34,25.3,15,2.32,78.93
2015,Bundesliga_3,Eintracht Frankfurt,35,24.9,21,2.19,76.6
2015,Bundesliga_3,FC Augsburg,39,25.9,21,1.94,75.83
2015,Bundesliga_3,1.FC Köln,25,25.0,12,2.75,68.63
2015,Bundesliga_3,SV Werder Bremen,39,24.6,19,1.66,64.68
2015,Bundesliga_3,Hamburger SV,35,25.8,18,1.81,63.2
2015,Bundesliga_3,Hannover 96,39,24.5,21,1.56,60.83
2015,Bundesliga_3,FC Ingolstadt 04,29,25.2,16,1.23,35.65
2015,Bundesliga_3,SV Darmstadt 98,30,27.3,8,838000.0,25.15
2016,Bundesliga_3,Bayern Munich,33,26.1,19,17.05,562.55
2016,Bundesliga_3,Borussia Dortmund,31,25.2,17,12.6,390.65
2016,Bundesliga_3,Bayer 04 Leverkusen,39,23.8,22,6.8,265.03
2016,Bundesliga_3,FC Schalke 04,39,24.7,22,5.57,217.25
2016,Bundesliga_3,VfL Wolfsburg,43,24.5,21,4.72,203.08
2016,Bundesliga_3,RB Leipzig,33,23.6,17,5.34,176.33
2016,Bundesliga_3,Borussia Mönchengladbach,33,24.4,17,4.91,162.18
2016,Bundesliga_3,TSG 1899 Hoffenheim,33,24.5,16,4.2,138.63
2016,Bundesliga_3,1.FC Köln,30,25.4,14,3.87,116.15
2016,Bundesliga_3,1.FSV Mainz 05,39,24.3,23,2.48,96.73
2016,Bundesliga_3,Hertha BSC,33,25.0,16,2.93,96.53
2016,Bundesliga_3,SV Werder Bremen,41,25.5,21,2.18,89.45
2016,Bundesliga_3,SC Freiburg,36,25.0,14,2.41,86.73
2016,Bundesliga_3,Hamburger SV,38,24.6,21,2.12,80.48
2016,Bundesliga_3,Eintracht Frankfurt,35,24.1,22,2.07,72.3
2016,Bundesliga_3,FC Augsburg,37,26.3,21,1.78,65.85
2016,Bundesliga_3,FC Ingolstadt 04,32,24.8,15,1.21,38.63
2016,Bundesliga_3,SV Darmstadt 98,39,26.7,17,666000.0,25.98
2017,Bundesliga_3,Bayern Munich,38,24.7,19,21.36,811.85
2017,Bundesliga_3,Borussia Dortmund,35,25.0,20,16.41,574.2
2017,Bundesliga_3,RB Leipzig,28,24.1,19,13.33,373.3
2017,Bundesliga_3,Bayer 04 Leverkusen,27,25.3,14,13.24,357.35
2017,Bundesliga_3,FC Schalke 04,29,25.5,18,9.46,274.35
2017,Bundesliga_3,TSG 1899 Hoffenheim,36,24.1,13,5.91,212.75
2017,Bundesliga_3,Borussia Mönchengladbach,35,24.6,19,5.52,193.25
2017,Bundesliga_3,VfL Wolfsburg,33,24.3,19,4.35,143.6
2017,Bundesliga_3,VfB Stuttgart,34,24.7,18,3.96,134.7
2017,Bundesliga_3,Hertha BSC,32,24.9,16,4.11,131.45
2017,Bundesliga_3,Eintracht Frankfurt,36,25.0,24,3.5,126.15
2017,Bundesliga_3,SV Werder Bremen,33,25.6,19,3.25,107.15
2017,Bundesliga_3,SC Freiburg,36,25.5,14,2.79,100.6
2017,Bundesliga_3,FC Augsburg,33,25.6,17,3.04,100.45
2017,Bundesliga_3,1.FSV Mainz 05,33,25.3,19,2.98,98.35
2017,Bundesliga_3,Hannover 96,30,25.9,12,3.1,92.95
2017,Bundesliga_3,1.FC Köln,38,24.5,19,2.41,91.73
2017,Bundesliga_3,Hamburger SV,34,24.5,17,1.84,62.4
2018,Bundesliga_3,Bayern Munich,32,25.7,15,24.53,784.88
2018,Bundesliga_3,Borussia Dortmund,34,24.4,21,18.92,643.25
2018,Bundesliga_3,RB Leipzig,34,22.6,22,14.09,479.0
2018,Bundesliga_3,Bayer 04 Leverkusen,31,24.6,16,13.85,429.4
2018,Bundesliga_3,TSG 1899 Hoffenheim,38,24.4,23,8.85,336.25
2018,Bundesliga_3,Eintracht Frankfurt,47,24.8,29,6.67,313.4
2018,Bundesliga_3,Borussia Mönchengladbach,30,25.2,16,8.81,264.3
2018,Bundesliga_3,VfL Wolfsburg,36,25.1,22,6.37,229.25
2018,Bundesliga_3,FC Schalke 04,39,25.1,24,5.67,221.3
2018,Bundesliga_3,Hertha BSC,36,24.4,20,5.77,207.63
2018,Bundesliga_3,SV Werder Bremen,33,25.8,18,5.09,168.05
2018,Bundesliga_3,1.FSV Mainz 05,35,24.7,20,4.56,159.73
2018,Bundesliga_3,VfB Stuttgart,34,24.9,17,4.23,143.75
2018,Bundesliga_3,FC Augsburg,40,24.9,19,3.48,139.25
2018,Bundesliga_3,SC Freiburg,34,25.0,8,3.59,122.1
2018,Bundesliga_3,Fortuna Düsseldorf,34,26.3,17,2.79,94.9
2018,Bundesliga_3,Hannover 96,37,25.7,18,2.47,91.43
2018,Bundesliga_3,1.FC Nuremberg,29,25.2,12,1.88,54.4
2019,Bundesliga_3,Bayern Munich,38,23.7,21,20.46,777.33
2019,Bundesliga_3,Borussia Dortmund,37,24.5,21,17.68,654.05
2019,Bundesliga_3,RB Leipzig,38,23.0,26,15.01,570.48
2019,Bundesliga_3,Bayer 04 Leverkusen,29,25.1,18,13.76,398.95
2019,Bundesliga_3,Borussia Mönchengladbach,34,25.8,18,7.49,254.7
2019,Bundesliga_3,TSG 1899 Hoffenheim,37,26.3,25,6.11,226.05
2019,Bundesliga_3,FC Schalke 04,33,24.2,20,6.71,221.58
2019,Bundesliga_3,Hertha BSC,42,24.2,23,5.17,217.2
2019,Bundesliga_3,Eintracht Frankfurt,35,26.4,24,5.97,208.98
2019,Bundesliga_3,VfL Wolfsburg,38,24.7,23,5.46,207.6
2019,Bundesliga_3,SV Werder Bremen,36,26.2,18,3.75,135.13
2019,Bundesliga_3,SC Freiburg,30,25.8,10,4.09,122.65
2019,Bundesliga_3,1.FSV Mainz 05,35,23.9,19,3.47,121.58
2019,Bundesliga_3,FC Augsburg,37,25.4,18,3.05,112.95
2019,Bundesliga_3,1.FC Köln,35,25.3,14,2.81,98.48
2019,Bundesliga_3,Fortuna Düsseldorf,37,26.2,17,1.94,71.73
2019,Bundesliga_3,1.FC Union Berlin,34,26.2,11,1.21,41.2
2019,Bundesliga_3,SC Paderborn 07,32,25.3,15,903000.0,28.9
2020,Bundesliga_3,Bayern Munich,45,23.9,22,19.07,858.23
2020,Bundesliga_3,Borussia Dortmund,32,25.0,17,19.64,628.4
2020,Bundesliga_3,RB Leipzig,32,23.7,23,17.97,574.95
2020,Bundesliga_3,Bayer 04 Leverkusen,33,25.0,22,11.31,373.25
2020,Bundesliga_3,Borussia Mönchengladbach,33,25.7,19,9.11,300.75
2020,Bundesliga_3,Eintracht Frankfurt,36,25.6,24,7.48,269.15
2020,Bundesliga_3,VfL Wolfsburg,30,26.0,20,8.56,256.83
2020,Bundesliga_3,Hertha BSC,38,24.4,22,6.02,228.88
2020,Bundesliga_3,TSG 1899 Hoffenheim,37,25.1,26,6.17,228.15
2020,Bundesliga_3,VfB Stuttgart,32,23.8,16,5.91,189.25
2020,Bundesliga_3,1.FSV Mainz 05,36,24.9,18,4.54,163.3
2020,Bundesliga_3,SC Freiburg,30,25.2,13,4.64,139.1
2020,Bundesliga_3,FC Schalke 04,45,24.8,27,2.73,123.05
2020,Bundesliga_3,1.FC Köln,36,24.9,17,3.28,118.2
2020,Bundesliga_3,SV Werder Bremen,33,25.2,15,3.39,111.98
2020,Bundesliga_3,FC Augsburg,31,25.8,20,3.0,93.05
2020,Bundesliga_3,1.FC Union Berlin,33,25.8,10,2.49,82.05
2020,Bundesliga_3,Arminia Bielefeld,33,24.9,15,1.72,56.73
2021,Bundesliga_3,Bayern Munich,38,24.7,20,20.8,790.33
2021,Bundesliga_3,Borussia Dortmund,44,23.9,25,12.7,558.98
2021,Bundesliga_3,RB Leipzig,34,23.9,23,14.68,498.95
2021,Bundesliga_3,Bayer 04 Leverkusen,35,24.6,25,13.0,455.05
2021,Bundesliga_3,VfL Wolfsburg,37,25.3,24,7.28,269.3
2021,Bundesliga_3,Borussia Mönchengladbach,31,25.4,14,7.64,236.8
2021,Bundesliga_3,Eintracht Frankfurt,36,25.2,23,6.35,228.75
2021,Bundesliga_3,TSG 1899 Hoffenheim,40,24.9,21,5.29,211.43
2021,Bundesliga_3,SC Freiburg,32,25.0,12,5.51,176.35
2021,Bundesliga_3,VfB Stuttgart,39,23.5,21,4.47,174.23
2021,Bundesliga_3,Hertha BSC,45,24.7,22,3.46,155.78
2021,Bundesliga_3,1.FSV Mainz 05,34,24.9,18,3.85,131.03
2021,Bundesliga_3,1.FC Union Berlin,40,26.6,15,2.9,115.9
2021,Bundesliga_3,1.FC Köln,31,25.4,13,3.2,99.28
2021,Bundesliga_3,FC Augsburg,32,25.5,20,2.98,95.3
2021,Bundesliga_3,Arminia Bielefeld,34,24.6,20,1.94,65.85
2021,Bundesliga_3,VfL Bochum,33,27.3,15,1.58,52.25
2021,Bundesliga_3,SpVgg Greuther Fürth,34,24.6,15,1.09,36.95
2022,Bundesliga_3,Bayern Munich,35,25.3,22,27.11,948.95
2022,Bundesliga_3,Borussia Dortmund,37,24.6,19,15.34,567.55
2022,Bundesliga_3,RB Leipzig,29,25.6,19,16.77,486.4
2022,Bundesliga_3,Bayer 04 Leverkusen,35,24.2,25,12.93,452.5
2022,Bundesliga_3,Eintracht Frankfurt,36,25.0,22,9.02,324.55
2022,Bundesliga_3,Borussia Mönchengladbach,35,25.4,16,6.91,241.68
2022,Bundesliga_3,VfL Wolfsburg,33,24.7,20,7.22,238.3
2022,Bundesliga_3,SC Freiburg,29,26.0,11,6.93,200.95
2022,Bundesliga_3,TSG 1899 Hoffenheim,37,25.8,21,4.83,178.8
2022,Bundesliga_3,1.FC Union Berlin,36,26.9,17,4.39,157.95
2022,Bundesliga_3,VfB Stuttgart,39,23.2,21,3.87,151.05
2022,Bundesliga_3,1.FSV Mainz 05,34,24.7,17,3.99,135.8
2022,Bundesliga_3,FC Augsburg,42,25.0,24,3.15,132.23
2022,Bundesliga_3,1.FC Köln,39,24.9,16,2.97,115.65
2022,Bundesliga_3,Hertha BSC,41,25.4,23,2.29,94.0
2022,Bundesliga_3,SV Werder Bremen,33,24.7,10,2.71,89.5
2022,Bundesliga_3,FC Schalke 04,43,26.4,22,2.04,87.78
2022,Bundesliga_3,VfL Bochum,32,27.7,18,1.68,53.7
